				
recevoir		AntiBon		comme un chien dans un jeu de quilles
sens		AntiBon		mauvais
prêcher		AntiBon		prêcher un converti
			
source form		lf label		target form
ami		Magn		bon
ami		Magn		grand
ami		Magn		vrai
ami		Magn		meilleur
ami		Magn		intime
ami		Magn		proche
analogie		Magn		singulier
analogie		Magn		saisissant
analogie		Magn		évident
analogie		Magn		remarquable
averse		Magn		bon
averse		Magn		beau
averse		Magn		abondant
averse		Magn		gros
averse		Magn		copieux
averse		Magn		fort
averse		Magn		intense
averse		Magn		important
averse		Magn		puissant
averse		Magn		soutenu
averse		Magn		brutal
averse		Magn		violent
averse		Magn		méchant
averse		Magn		sacré
averse		Magn		énorme
averse		Magn		torrentiel
averse		Magn		déluge
bandit		Magn		de grand chemin
beau		Magn		à croquer
beau		Magn		à croquer
bête		Magn		à manger du foin
bière		Magn		fort
blesser		Magn		grièvement
blesser		Magn		gravement
bureau		Magn		de ministre
camion		Magn		gros
camion		Magn		lourd
chaleur		Magn		intense
chanter		Magn		fort
chanter		Magn		à tue-tête
chanter		Magn		à pleins poumons
chanter		Magn		à pleine voix
cheveu		Magn		beaucoup
cheveu		Magn		épais
cheveu		Magn		touffu
cheveu		Magn		masse
cigare		Magn		gros
cigare		Magn		énorme
cigare		Magn		gigantesque
cigare		Magn		monstrueux
cigare		Magn		barreau de chaise
couleur		Magn		ardent
couleur		Magn		brillant
couleur		Magn		vif
couleur		Magn		foncé
couleur		Magn		sombre
coûter		Magn		les yeux de la tête
crime		Magn		grave
crime		Magn		énorme
crime		Magn		abominable
crime		Magn		inqualifiable
crime		Magn		contre nature
crime		Magn		du siècle
degré		Magn		haut
délinquance		Magn		grand
délinquance		Magn		gros
demain		Magn		après-demain
dormir		Magn		à poings fermés
dormir		Magn		profondément
dormir		Magn		comme un loir
dormir		Magn		comme une marmotte
dormir		Magn		comme une bûche
dormir		Magn		comme une masse
dormir		Magn		comme une souche
dormir		Magn		comme un sonneur
dormir		Magn		comme un bébé
douzaine		Magn		bon
douzaine		Magn		gros
droit		Magn		comme un i
drôle		Magn		à se rouler par terre
éclair		Magn		vif
éclair		Magn		aveuglant
éclair		Magn		éblouissant
éclair		Magn		foudroyant
éclair		Magn		fulgurant
éclair		Magn		violent
éclair		Magn		terrible
éclair		Magn		grand
éclair		Magn		large
ennemi		Magn		juré
ennemi		Magn		pire
expérience		Magn		riche
fesse		Magn		rebondi
fesse		Magn		dodu
fesse		Magn		gros
fesse		Magn		gras
fesse		Magn		d’éléphant
fond		Magn		fin
franc		Magn		comme l’or
frisson		Magn		grand
grave		Magn		gravissime
grave		Magn		très
hier		Magn		avant-hier
incident		Magn		accident
indigestion		Magn		grave
ivre		Magn		complètement
ivre		Magn		mort
joli		Magn		à croquer
joli		Magn		beau
maigre		Magn		comme un clou
maigre		Magn		squelettique
mal		Magn		bien
mal		Magn		très
maladie		Magn		douloureux
maladie		Magn		grave
maladie		Magn		malin
maladie		Magn		incurable
maladie		Magn		inguérissable
maladie		Magn		mortel
maladie		Magn		foudroyant
mémoire		Magn		éléphant
millier		Magn		bon
moment		Magn		court
moyen		Magn		très
moyen		Magn		médiocre
muet		Magn		comme une tombe
neuf		Magn		flambant neuf
nez		Magn		gros
nombre		Magn		grand
nuage		Magn		dense
nuage		Magn		épais
obéir		Magn		au doigt et à l’œil
œil		Magn		de chat
orage		Magn		important
orage		Magn		beau
orage		Magn		gros
orage		Magn		violent
orage		Magn		furieux
orage		Magn		terrible
orage		Magn		épouvantable
orage		Magn		affreux
orage		Magn		effroyable
pas		Magn		du tout
pas		Magn		le moins du monde
pas		Magn		en aucune façon
pas		Magn		nullement
personnel		Magn		important
personnel		Magn		nombreux
peur		Magn		panique
peur		Magn		terreur
pluie		Magn		fort
pluie		Magn		gros
pluie		Magn		violent
pluie		Magn		battant
pluie		Magn		abondant
pluie		Magn		intense
pluie		Magn		brutal
pluie		Magn		grain
pluie		Magn		rincée
pluie		Magn		saucée
pluie		Magn		sauce
pluie		Magn		torrentiel
pluie		Magn		diluvien
pluie		Magn		trombe
pluie		Magn		cataracte
pluie		Magn		tempête
pluie		Magn		déluge
près		Magn		bien
près		Magn		très
près		Magn		tout
propre		Magn		très
propre		Magn		comme un sou neuf
propre		Magn		impeccable
propre		Magn		plus blanc que blanc
ressembler		Magn		pas mal
ressembler		Magn		quelque peu
ressembler		Magn		beaucoup
ressembler		Magn		vraiment
ressembler		Magn		fort
ressembler		Magn		drôlement
ressembler		Magn		fortement
ressembler		Magn		étonnamment
ressembler		Magn		singulièrement
ressembler		Magn		diablement
ressembler		Magn		bougrement
ressembler		Magn		à s’y méprendre
ressembler		Magn		énormément
ressembler		Magn		furieusement
ressembler		Magn		terriblement
ressembler		Magn		exactement
ressembler		Magn		parfaitement
ressembler		Magn		en tous points
ressembler		Magn		comme un frère
ressembler		Magn		comme une sœur
rire		Magn		à gorge déployée
ronfler		Magn		bruyamment
ronfler		Magn		fort
ronfler		Magn		comme un sonneur
rouge		Magn		ardent
rouge		Magn		brillant
rouge		Magn		vif
rouge		Magn		foncé
rouge		Magn		sombre
rouge		Magn		ardent
rouge		Magn		brillant
rouge		Magn		vif
rouge		Magn		foncé
rouge		Magn		sombre
sale		Magn		bien
sale		Magn		très
sale		Magn		cracra
sale		Magn		crade
sale		Magn		cradingue
sale		Magn		crado
sale		Magn		cradoque
sale		Magn		crasseux
sale		Magn		dégueu
sale		Magn		dégueulasse
sale		Magn		comme un cochon
sale		Magn		comme un peigne
sale		Magn		comme un porc
sale		Magn		comme un pou
sale		Magn		comme une truie
sale		Magn		de la tête aux pieds
silence		Magn		de plomb
similaire		Magn		relativement
similaire		Magn		très
similaire		Magn		sensiblement
similaire		Magn		exactement
similaire		Magn		identique
ski		Magn		grand
ski		Magn		long
sommeil		Magn		profond
sommeil		Magn		de plomb
sommeil		Magn		lourd
sommeil		Magn		sans rêves
surveiller		Magn		étroitement
tempête		Magn		gros
tempête		Magn		fort
tempête		Magn		violent
tempête		Magn		terrible
tempête		Magn		effroyable
tempête		Magn		furieux
toilette		Magn		grand
tonnerre		Magn		assourdissant
tonnerre		Magn		épouvantable
vent		Magn		fort
vent		Magn		grand
vent		Magn		soutenu
vent		Magn		puissant
vent		Magn		terrible
vent		Magn		violent
vent		Magn		furieux
vent		Magn		impétueux
vent		Magn		à décorner les bœufs
vent		Magn		à décorner les cocus
vent		Magn		ouragan
vent		Magn		tempête
vent		Magn		tourmente
vent		Magn		typhon
vent		Magn		cyclone
vin		Magn		charpenté
vin		Magn		fort
vin		Magn		vineux
vingtaine		Magn		bon
vingtaine		Magn		gros
vite		Magn		plus _V que la musique
vite		Magn		ventre à terre
bien		Magn		grand
bien		Magn		immense
bien		Magn		fou
avocat		Magn		grand
avocat		Magn		ardent
avocat		Magn		fervent
aplatir		Magn		comme une crêpe
nager		Magn		complètement
torchon		Magn		vrai
blesser		Magn		profondément
assis		Magn		bien
assis		Magn		solidement
faim		Magn		de loup
aboyer		Magn		furieusement
aboyer		Magn		férocement
dégoût		Magn		profond
chien		Magn		sale
cinéma		Magn		vrai
klaxon		Magn		fort
ennemi		Magn		juré
ennemi		Magn		farouche
ennemi		Magn		pire
enveloppe		Magn		gros
enveloppe		Magn		important
ami		Magn		grand
ami		Magn		fervent
goût		Magn		aiguisé
goût		Magn		développé
goût		Magn		boulimie
coup de soleil		Magn		fameux
coup de soleil		Magn		gros
coup de soleil		Magn		méchant
coup de soleil		Magn		sacré
coup de soleil		Magn		sérieux
coup de soleil		Magn		vilain
crime		Magn		affreux
crime		Magn		brutal
crime		Magn		horrible
crime		Magn		atroce
crime		Magn		abominable
crime		Magn		inqualifiable
crime		Magn		odieux
crime		Magn		sordide
crime		Magn		contre nature
crime		Magn		du siècle
criminel		Magn		grand
criminel		Magn		tout à fait
criminel		Magn		parfaitement
tir		Magn		puissant
aplatir		Magn		comme une crêpe
vache		Magn		sale
addition		Magn		coup de fusil
chant		Magn		puissant
lettre		Magn		long
analogue		Magn		exactement
analogue		Magn		parfaitement
analogue		Magn		équivalent
analogue		Magn		identique
fâché		Magn		hors de ses gonds
boire		Magn		beaucoup
boire		Magn		sec
boire		Magn		trop
boire		Magn		à tire-larigot
boire		Magn		comme un trou
boire		Magn		jusqu’à plus soif
éclairant		Magn		aveuglant
éclairant		Magn		éblouissant
ego		Magn		surdimensionné
allonger		Magn		démesurément
flot		Magn		geyser
flot		Magn		torrent
lac		Magn		mer
lac		Magn		océan
doucement		Magn		tout doux
fâcher		Magn		tout rouge
fou		Magn		à lier
franchement		Magn		très
franchement		Magn		en tout [Y]
malade		Magn		comme un chien
malade		Magn		à crever
intensité		Magn		fort
similarité		Magn		grand
similarité		Magn		frappant
torché		Magn		bien
gagner		Magn		haut la main
surveillance		Magn		étroit
surveillé		Magn		étroitement
ronflement		Magn		bruyant
ronflement		Magn		sonore
chiffre		Magn		élevé
propre		Magn		plus blanc que blanc
piano		Magn		pianissimo
savon		Magn		mémorable
savon		Magn		sacré
nombre		Magn		grand
nombre		Magn		élevé
nombre		Magn		bon
figure		Magn		emblématique
figure		Magn		éminent
figure		Magn		grand
figure		Magn		illustre
figure		Magn		marquant
veste		Magn		sacré
veste		Magn		gros
veste		Magn		bon
veste		Magn		sévère
veste		Magn		terrible
veste		Magn		mémorable
veste		Magn		cuisant
veste		Magn		humiliant
veste		Magn		bide
veste		Magn		déculottée
veste		Magn		branlée
marche		Magn		rapide
long		Magn		tout en longueur
avoir		Magn		bien
avoir		Magn		complètement
mère		Magn		notre _N à tous
fatigué		Magn		épuisé
veste		Magn		sacré
veste		Magn		gros
veste		Magn		humiliant
veste		Magn		mémorable
coup de fouet		Magn		sacré
numéro		Magn		fameux
numéro		Magn		sacré
numéro		Magn		drôle
sale		Magn		crade
sale		Magn		crado
sale		Magn		cradoque
sale		Magn		crasseux
sale		Magn		dégueulasse
sale		Magn		dégueu
sale		Magn		crasseux
sale		Magn		crado
sale		Magn		cracra
sale		Magn		cradingue
sale		Magn		craspec
sale		Magn		crade
sale		Magn		cradoque
sale		Magn		dégueulasse
sale		Magn		dégueu
laver		Magn		de la tête aux pieds
rapide		Magn		bien
rapide		Magn		très
rapidement		Magn		à la vitesse de [Y]
sale		Magn		cracra
sale		Magn		crade
sale		Magn		cradingue
sale		Magn		crado
sale		Magn		cradoque
sale		Magn		dégueulasse
sale		Magn		dégueu
sale		Magn		crade
sale		Magn		cradingue
sale		Magn		crado
sale		Magn		cradoque
sale		Magn		craspec
sale		Magn		dégueulasse
sale		Magn		dégueu
continent		Magn		immense
continent		Magn		vaste
toilette		Magn		grand
insecte		Magn		sale
insecte		Magn		sacré
insecte		Magn		satané
cousin		Magn		proche
dizaine		Magn		bon
dizaine		Magn		gros
analogue		Magn		exact
route		Magn		long
corbeau		Magn		sale
fond		Magn		fin
à ravir		Magn		bien
père		Magn		vrai
mère		Magn		vrai
sale		Magn		cracra
sale		Magn		crade
sale		Magn		cradingue
sale		Magn		crado
sale		Magn		cradoque
sale		Magn		craspec
sale		Magn		dégueulasse
sale		Magn		dégueu
boucher		Magn		sanguinaire
mille		Magn		mille et un
alcool		Magn		fort
alcool		Magn		à ressusciter les morts
barbiche		Magn		barbe
corbeau		Magn		sinistre
triste		Magn		comme une porte de prison
corbeau		Magn		sinistre
avocate		Magn		grand
avocate		Magn		ardent
avocate		Magn		fervent
fond		Magn		fin
armé		Magn		jusqu’aux dents
boire		Magn		beaucoup
boire		Magn		sec
boire		Magn		trop
boucher		Magn		vrai
rouge		Magn		tout
rouge		Magn		cramoisi
rouge		Magn		écarlate
rouge		Magn		pourpre
tornade		Magn		violent
tornade		Magn		terrible
tornade		Magn		violent
pluie		Magn		abondant
bien		Magn		très
bien		Magn		rudement
bien		Magn		terriblement
ressemblance		Magn		grand
ressemblance		Magn		évident
ressemblance		Magn		flagrant
ressemblance		Magn		marqué
ressemblance		Magn		notable
ressemblance		Magn		parfait
ressemblance		Magn		exact
similitude		Magn		grand
similitude		Magn		parfait
similitude		Magn		complet
similitude		Magn		absolu
similitude		Magn		identité
similitude		Magn		évident
similitude		Magn		frappant
similitude		Magn		fort
similitude		Magn		flagrant
trempé		Magn		comme une soupe
sale		Magn		dégueulasse
sale		Magn		dégueu
rapide		Magn		très
tonnerre		Magn		assourdissant
tonnerre		Magn		épouvantable
éclair		Magn		vif
éclair		Magn		brillant
éclair		Magn		éblouissant
éclair		Magn		aveuglant
éclair		Magn		lumineux
tempête		Magn		gros
tempête		Magn		violent
casserole		Magn		vrai
casserole		Magn		vrai
couleur		Magn		puissant
soleil		Magn		de plomb
manger		Magn		tout cru
bien		Magn		mieux
bien		Magn		très
bien		Magn		parfaitement
bien		Magn		admirablement
bien		Magn		à merveille
bien		Magn		formidablement
bien		Magn		merveilleusement
bien		Magn		formidablement
bien		Magn		remarquablement
bien		Magn		mieux
bien		Magn		meilleur
bien		Magn		très
tornade		Magn		violent
chiffon		Magn		vrai
assis		Magn		bien
assis		Magn		solidement
ennuyeux		Magn		comme la pluie
allonger		Magn		considérablement
allonger		Magn		indéfiniment
intéresser		Magn		passionner
vache		Magn		gros
intéressant		Magn		passionnant
ressemblance		Magn		singulier
ressemblance		Magn		évident
ressemblance		Magn		frappant
ressemblance		Magn		fort
ressemblance		Magn		marqué
ressemblance		Magn		profond
ressemblance		Magn		incontestable
ressemblance		Magn		incroyable
ressemblance		Magn		fou
ressemblance		Magn		extraordinaire
ressemblance		Magn		parfait
ressemblance		Magn		portrait
ressembler		Magn		drôlement
ressembler		Magn		vraiment
ressembler		Magn		à s’y méprendre
ressembler		Magn		furieusement
ressembler		Magn		vraiment
ressembler		Magn		pas mal
ressembler		Magn		quelque peu
ressembler		Magn		beaucoup
ressembler		Magn		vraiment
ressembler		Magn		fort
ressembler		Magn		drôlement
ressembler		Magn		étonnamment
ressembler		Magn		à s’y méprendre
ressembler		Magn		énormément
ressembler		Magn		furieusement
ressembler		Magn		terriblement
ressembler		Magn		comme un frère
ressembler		Magn		comme une sœur
allonger		Magn		considérablement
tempête		Magn		gros
tempête		Magn		fort
tempête		Magn		violent
tempête		Magn		terrible
tempête		Magn		effroyable
tempête		Magn		furieux
tempête		Magn		violent
bouffer		Magn		tout cru
analogie		Magn		singulier
analogie		Magn		frappant
analogie		Magn		saisissant
analogie		Magn		évident
analogie		Magn		fort
analogie		Magn		remarquable
analogie		Magn		profond
analogie		Magn		grand
analogie		Magn		étroit
analogie		Magn		absolu
analogie		Magn		complet
analogie		Magn		parfait
allonger		Magn		indéfiniment
rouge		Magn		tout
rouge		Magn		comme un coq
rouge		Magn		comme un coquelicot
rouge		Magn		comme un homard
rouge		Magn		comme une écrevisse
rouge		Magn		comme une pivoine
rouge		Magn		comme une tomate
rouge		Magn		cramoisi
rouge		Magn		écrevisse
rouge		Magn		pourpre
rouge		Magn		rougeaud
rouge		Magn		rubicond
rouge		Magn		écarlate
rouge		Magn		sanguin
longueur		Magn		grand
longueur		Magn		grand
longueur		Magn		grand
triste		Magn		à pleurer
rapide		Magn		bien
rapide		Magn		très
rapide		Magn		comme l’éclair
rapide		Magn		comme le vent
juste bon		Magn		tout
tailler en pièces		Magn		critiquer
emporter		Magn		comme une soupe au lait
franc		Magn		très
sommeil		Magn		très
sommeil		Magn		vraiment
sommeil		Magn		profond
sommeil		Magn		de plomb
sommeil		Magn		lent
sommeil		Magn		lourd
sommeil		Magn		profond
coma		Magn		profond
pioncer		Magn		comme un sonneur
pioncer		Magn		comme un loir
près		Magn		tout
près		Magn		bien
près		Magn		tout
près		Magn		très
proche		Magn		très
vite		Magn		plus _V que la musique
rapide		Magn		très
chaleur		Magn		fort
chaleur		Magn		intense
chaleur		Magn		intense
geler		Magn		geler les fesses
tomber		Magn		comme des mouches
proche		Magn		très
loin		Magn		bien
loin		Magn		très
maladie		Magn		vrai
maladie		Magn		grave
loin		Magn		bien
loin		Magn		très
loin		Magn		trop
maladie		Magn		vrai
vermisseau		Magn		ver
malade		Magn		complètement
vaguelette		Magn		vague
étonné		Magn		bouche bée
cuisine		Magn		sacré
ridule		Magn		ride
garantir		Magn		sur facture
doux		Magn		tout doux
con		Magn		connard
barber		Magn		comme un rat mort
loup de mer		Magn		vieux
blesser		Magn		profondément
mélancolie		Magn		sombre
frisson		Magn		grand
bronchite		Magn		grave
bronchite		Magn		gros
bronchite		Magn		sévère
ronflement		Magn		bruyant
ronflement		Magn		sonore
excentricité		Magn		fort
galérer		Magn		à mort
descente		Magn		drôle
descente		Magn		bon
descente		Magn		sacré
lié		Magn		solidement
lié		Magn		étroitement
insolation		Magn		vif
pédé		Magn		comme un phoque
chargé		Magn		surchargé
à propos		Magn		fort
à propos		Magn		très
mal à propos		Magn		fort
mal à propos		Magn		très
occupé		Magn		ne pas avoir une minute à soi
bilan		Magn		approfondi
bilan		Magn		complexe
bilan		Magn		précis
bilan		Magn		complet
bilan		Magn		détaillé
bilan		Magn		détaillé
bilan		Magn		lourd
penchant		Magn		boulimie
				
				
source form		lf label		target form
affiche		AntiMagn		affichette
analogie		AntiMagn		vague
arbre		AntiMagn		arbuste
arbre		AntiMagn		arbrisseau
averse		AntiMagn		petit
averse		AntiMagn		léger
averse		AntiMagn		faible
barbe		AntiMagn		court
barbe		AntiMagn		barbiche
barbe		AntiMagn		barbichette
bière		AntiMagn		léger
bruit		AntiMagn		étouffé
bruit		AntiMagn		sourd
camion		AntiMagn		camionnette
chanter		AntiMagn		à mi-voix
chanter		AntiMagn		bas
chanter		AntiMagn		fredonner
chanter		AntiMagn		chantonner
cheveu		AntiMagn		clairsemé
cheveu		AntiMagn		rare
cigare		AntiMagn		petit
cigare		AntiMagn		cigarillo
corps		AntiMagn		petit
corps		AntiMagn		menu
corps		AntiMagn		minuscule
couleur		AntiMagn		clair
couleur		AntiMagn		pâle
délai		AntiMagn		bref
délinquance		AntiMagn		petit
douzaine		AntiMagn		petit
fesse		AntiMagn		plat
fesse		AntiMagn		petit
frisson		AntiMagn		petit
ivre		AntiMagn		légèrement
ivre		AntiMagn		éméché
ivre		AntiMagn		pompette
magnifique		AntiMagn		beau
maison		AntiMagn		petit
maison		AntiMagn		maisonnette
maladie		AntiMagn		bénin
maladie		AntiMagn		curable
maladie		AntiMagn		guérissable
millier		AntiMagn		petit
navire		AntiMagn		petit
navire		AntiMagn		coquille de noix
nez		AntiMagn		petit
nez		AntiMagn		fin
orage		AntiMagn		petit
pluie		AntiMagn		fin
pluie		AntiMagn		petit
pluie		AntiMagn		léger
pluie		AntiMagn		bruine
pluie		AntiMagn		crachin
règle		AntiMagn		réglette
ressembler		AntiMagn		de loin
ressembler		AntiMagn		vaguement
ressembler		AntiMagn		peu
ressembler		AntiMagn		en rien
ressembler		AntiMagn		aucunement
ressembler		AntiMagn		en aucune façon
ressembler		AntiMagn		en aucune manière
ressembler		AntiMagn		du tout
ressembler		AntiMagn		nullement
ride		AntiMagn		ridule
rouge		AntiMagn		un peu
rouge		AntiMagn		rougeâtre
rouge		AntiMagn		clair
rouge		AntiMagn		pâle
rouge		AntiMagn		clair
rouge		AntiMagn		pâle
similaire		AntiMagn		peu
similaire		AntiMagn		plus ou moins
similaire		AntiMagn		superficiellement
ski		AntiMagn		court
ski		AntiMagn		petit
ski		AntiMagn		miniski
sommeil		AntiMagn		léger
tempête		AntiMagn		petit
tête		AntiMagn		petit
toilette		AntiMagn		de chat
toilette		AntiMagn		léger
toilette		AntiMagn		superficiel
tonnerre		AntiMagn		sourd
tornade		AntiMagn		petit
tornade		AntiMagn		mini
vague		AntiMagn		vaguelette
vent		AntiMagn		léger
vent		AntiMagn		faible
vent		AntiMagn		modéré
vent		AntiMagn		petit
vent		AntiMagn		calme
vin		AntiMagn		léger
vingtaine		AntiMagn		petit
musique		AntiMagn		petit
voler		AntiMagn		voleter
voler		AntiMagn		voleter
aboyer		AntiMagn		faiblement
aboyer		AntiMagn		sourdement
aboyer		AntiMagn		japper
enveloppe		AntiMagn		petit
enveloppe		AntiMagn		réduit
coup de soleil		AntiMagn		léger
coup de soleil		AntiMagn		petit
flotte		AntiMagn		flottille
chant		AntiMagn		doux
cheveu		AntiMagn		rare
poitrine		AntiMagn		petit
poitrine		AntiMagn		plat
poitrine		AntiMagn		menu
poitrine		AntiMagn		œufs au plat
visite		AntiMagn		petit
grand		AntiMagn		comme un mouchoir de poche
ver		AntiMagn		vermisseau
gagner		AntiMagn		dans un mouchoir de poche
chiffre		AntiMagn		bas
savon		AntiMagn		savonnette
nombre		AntiMagn		petit
marche		AntiMagn		lent
rapide		AntiMagn		peu
toilette		AntiMagn		brin
cousin		AntiMagn		éloigné
cousin		AntiMagn		lointain
tirer un coup		AntiMagn		petit
dizaine		AntiMagn		petit
nez		AntiMagn		fin
tornade		AntiMagn		petit
tornade		AntiMagn		mini
tornade		AntiMagn		petit
tornade		AntiMagn		mini
tornade		AntiMagn		mini
tornade		AntiMagn		petit
bien		AntiMagn		assez
bien		AntiMagn		moyennement
ressemblance		AntiMagn		lointain
ressemblance		AntiMagn		superficiel
gratter		AntiMagn		gratouiller
bien		AntiMagn		passablement
ressemblance		AntiMagn		lointain
ressemblance		AntiMagn		léger
ressemblance		AntiMagn		vague
ressemblance		AntiMagn		pâle
ressembler		AntiMagn		peu
ressembler		AntiMagn		vaguement
ressembler		AntiMagn		de loin
ressembler		AntiMagn		en rien
ressembler		AntiMagn		aucunement
ressembler		AntiMagn		du tout
pièce		AntiMagn		piécette
tempête		AntiMagn		petit
bouchon		AntiMagn		léger
rapide		AntiMagn		moyennement
rapide		AntiMagn		peu
sommeil		AntiMagn		léger
frisson		AntiMagn		petit
excentricité		AntiMagn		petit
excentricité		AntiMagn		faible
excentricité		AntiMagn		léger
bilan		AntiMagn		partiel
				
				
source form		lf label		target form
averse		Func_0		tomber
cadavre		Func_0		reposer
cadavre		Func_0		gésir
éclair		Func_0		produire
éclair		Func_0		briller
éclair		Func_0		luire
être		Func_0		être
fleuve		Func_0		couler
lac		Func_0		étendre
lac		Func_0		étaler
neige		Func_0		tomber
orage		Func_0		gronder
pluie		Func_0		tomber
pouls		Func_0		battre
pouls		Func_0		cogner
rivière		Func_0		couler
route		Func_0		courir
tambour		Func_0		résonner
tambour		Func_0		vibrer
tempête		Func_0		sévir
tempête		Func_0		souffler
tempête		Func_0		déchaîner
tempête		Func_0		faire rage
tonnerre		Func_0		gronder
tonnerre		Func_0		rouler
tonnerre		Func_0		mugir
tornade		Func_0		frapper
tornade		Func_0		déchaîner
vent		Func_0		souffler
vent		Func_0		passer
klaxon		Func_0		retentir
klaxon		Func_0		faire entendre
course		Func_0		avoir lieu
course		Func_0		dérouler
corps		Func_0		reposer
corps		Func_0		gésir
train		Func_0		flotter
laser		Func_0		pousser
lessive		Func_0		tourner
marche		Func_0		avoir lieu
lac		Func_0		étendre
lac		Func_0		répandre
rivière		Func_0		étendre
tornade		Func_0		frapper
tornade		Func_0		déchaîner
averse		Func_0		tomber
pluie		Func_0		tomber
pluie		Func_0		tomber
vent		Func_0		souffler
vent		Func_0		passer
éclair		Func_0		luire
désert		Func_0		étendre
coup		Func_0		retentir
repas		Func_0		avoir lieu
tempête		Func_0		faire rage
visite		Func_0		avoir lieu
visite		Func_0		dérouler
bise		Func_0		souffler
cadavre		Func_0		reposer
cadavre		Func_0		gésir
avalanche		Func_0		avoir lieu
avalanche		Func_0		produire
petite souris		Func_0		passer
				
